ruta,Origen,origen_localidad,origen_pais,origen_provincia,origen_continente,origen_lat,origen_lon,Destino,destino_localidad,destino_pais,destino_provincia,destino_continente,destino_lat,destino_lon
Ezeiza (Argentina) - Trismaje (Perú),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Trismaje (Perú),Trismaje,Perú,,América del Sur,-8.51782,-76.4805
Paraná (Argentina) - Río Cuarto (Argentina),Paraná (Argentina),Paraná,Argentina,Entre Ríos,América del Sur,-27.4662517,-56.7202568,Río Cuarto (Argentina),Río Cuarto,Argentina,Córdoba,América del Sur,-33.1237585,-64.3489782
Salta (Argentina) - Florianópolis (Brasil),Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964,Florianópolis (Brasil),Florianópolis,Brasil,,América del Sur,-27.5973002,-48.5496098
El Calafate (Argentina) - Punta Arenas (Chile),El Calafate (Argentina),El Calafate,Argentina,Santa Cruz,América del Sur,-50.3387375,-72.2737216,Punta Arenas (Chile),Punta Arenas,Chile,,América del Sur,-53.1625688,-70.907822
Córdoba (Argentina) - Porlamar (Venezuela),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Porlamar (Venezuela),Porlamar,Venezuela,,América del Sur,10.9635839,-63.8464509
Rosario (Argentina) - Porto Seguro (Brasil),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Porto Seguro (Brasil),Porto Seguro,Brasil,,América del Sur,-16.443473,-39.064251
Córdoba (Argentina) - Recife (Brasil),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Recife (Brasil),Recife,Brasil,,América del Sur,-8.0584933,-34.8848193
San Salvador de Jujuy (Argentina) - São Paulo (Brasil),San Salvador de Jujuy (Argentina),San Salvador de Jujuy,Argentina,Jujuy,América del Sur,-24.1852569,-65.2994789,São Paulo (Brasil),São Paulo,Brasil,,América del Sur,-23.5506507,-46.6333824
Ciudad de Buenos Aires (Argentina) - Porlamar (Venezuela),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Porlamar (Venezuela),Porlamar,Venezuela,,América del Sur,10.9635839,-63.8464509
Mendoza (Argentina) - Antofagasta (Chile),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Antofagasta (Chile),Antofagasta,Chile,,América del Sur,-23.6463741,-70.3980033
Ezeiza (Argentina) - Rome (Italia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Rome (Italia),Rome,Italia,,Europa,41.8933203,12.4829321
Ezeiza (Argentina) - São José Dos Campos (Brasil),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,São José Dos Campos (Brasil),São José Dos Campos,Brasil,,América del Sur,-23.1867782,-45.8854538
Salta (Argentina) - Foz Do Iguaçu (Brasil),Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964,Foz Do Iguaçu (Brasil),Foz Do Iguaçu,Brasil,,América del Sur,-25.5304023,-54.5830692
Ezeiza (Argentina) - West Palm Beach (Estados Unidos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,West Palm Beach (Estados Unidos),West Palm Beach,Estados Unidos,,América del Norte,26.715364,-80.0532942
Ushuaia (Argentina) - Puerto Natales (Chile),Ushuaia (Argentina),Ushuaia,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-54.807306,-68.3084133,Puerto Natales (Chile),Puerto Natales,Chile,,América del Sur,-51.7262003,-72.5059982
Córdoba (Argentina) - El Palomar (Argentina),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568
Córdoba (Argentina) - Bogotá (Colombia),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Bogotá (Colombia),Bogotá,Colombia,,América del Sur,4.7110053,-74.0720857
Rosario (Argentina) - Santa Cruz de la Sierra (Bolivia),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Santa Cruz de la Sierra (Bolivia),Santa Cruz de la Sierra,Bolivia,,América del Sur,-17.7834217,-63.1820853
Rosario (Argentina) - Manaus (Brasil),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Manaus (Brasil),Manaus,Brasil,,América del Sur,-3.1316333,-59.9825041
Comodoro Rivadavia (Argentina) - Río Mayo (Argentina),Comodoro Rivadavia (Argentina),Comodoro Rivadavia,Argentina,Chubut,América del Sur,-45.8632024,-67.4752615,Río Mayo (Argentina),Río Mayo,Argentina,Chubut,América del Sur,-45.6861412,-70.2563809
El Palomar (Argentina) - Neuquén (Argentina),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Neuquén (Argentina),Neuquén,Argentina,Neuquén,América del Sur,-38.3695057,-69.832275
El Palomar (Argentina) - San Carlos de Bariloche (Argentina),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474
El Palomar (Argentina) - San Miguel de Tucumán (Argentina),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133
El Palomar (Argentina) - Mendoza (Argentina),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868
San Miguel de Tucumán (Argentina) - Asunción (Paraguay),San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133,Asunción (Paraguay),Asunción,Paraguay,,América del Sur,-25.2800459,-57.6343814
Ciudad de Buenos Aires (Argentina) - Manaus (Brasil),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Manaus (Brasil),Manaus,Brasil,,América del Sur,-3.1316333,-59.9825041
Mar del Plata (Argentina) - San Rafael (Argentina),Mar del Plata (Argentina),Mar del Plata,Argentina,Buenos Aires,América del Sur,-37.9976168,-57.5482079,San Rafael (Argentina),San Rafael,Argentina,Mendoza,América del Sur,-34.6126025,-68.330514
Ciudad de Buenos Aires (Argentina) - Fernando De Noronha (Brasil),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Fernando De Noronha (Brasil),Fernando De Noronha,Brasil,,América del Sur,-3.8537498,-32.4198018
Ezeiza (Argentina) - Willemstad (Curazao),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Willemstad (Curazao),Willemstad,Curazao,,América Central y Caribe,12.1066695,-68.9351307
Ezeiza (Argentina) - Tapachula (México),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Tapachula (México),Tapachula,México,,América del Norte,14.9258055,-92.3221957
Rosario (Argentina) - Arica (Chile),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Arica (Chile),Arica,Chile,,América del Sur,-18.4785288,-70.3211394
Rosario (Argentina) - Recife (Brasil),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Recife (Brasil),Recife,Brasil,,América del Sur,-8.0584933,-34.8848193
Ezeiza (Argentina) - Puerto Argentino (Argentina),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Puerto Argentino (Argentina),Puerto Argentino,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-39.1090528,-67.0883807
El Palomar (Argentina) - San Salvador de Jujuy (Argentina),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,San Salvador de Jujuy (Argentina),San Salvador de Jujuy,Argentina,Jujuy,América del Sur,-24.1852569,-65.2994789
Corrientes (Argentina) - El Palomar (Argentina),Corrientes (Argentina),Corrientes,Argentina,Corrientes,América del Sur,-28.9956512,-57.812458,El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568
Rosario (Argentina) - San Miguel de Tucumán (Argentina),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133
Resistencia (Argentina) - Miami (Estados Unidos),Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003,Miami (Estados Unidos),Miami,Estados Unidos,,América del Norte,25.7741728,-80.19362
Ezeiza (Argentina) - Foz Do Iguaçu (Brasil),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Foz Do Iguaçu (Brasil),Foz Do Iguaçu,Brasil,,América del Sur,-25.5304023,-54.5830692
Salta (Argentina) - Antofagasta (Chile),Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964,Antofagasta (Chile),Antofagasta,Chile,,América del Sur,-23.6463741,-70.3980033
Ciudad de Buenos Aires (Argentina) - Foz Do Iguaçu (Brasil),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Foz Do Iguaçu (Brasil),Foz Do Iguaçu,Brasil,,América del Sur,-25.5304023,-54.5830692
Rosario (Argentina) - Foz Do Iguaçu (Brasil),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Foz Do Iguaçu (Brasil),Foz Do Iguaçu,Brasil,,América del Sur,-25.5304023,-54.5830692
San Miguel de Tucumán (Argentina) - Santa Cruz de la Sierra (Bolivia),San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133,Santa Cruz de la Sierra (Bolivia),Santa Cruz de la Sierra,Bolivia,,América del Sur,-17.7834217,-63.1820853
San Salvador de Jujuy (Argentina) - Foz Do Iguaçu (Brasil),San Salvador de Jujuy (Argentina),San Salvador de Jujuy,Argentina,Jujuy,América del Sur,-24.1852569,-65.2994789,Foz Do Iguaçu (Brasil),Foz Do Iguaçu,Brasil,,América del Sur,-25.5304023,-54.5830692
Ezeiza (Argentina) - Viedma (Argentina),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Viedma (Argentina),Viedma,Argentina,Río Negro,América del Sur,-40.8084274,-62.994722
Ciudad de Buenos Aires (Argentina) - Barranquilla (Colombia),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Barranquilla (Colombia),Barranquilla,Colombia,,América del Sur,11.0101922,-74.8231794
Ezeiza (Argentina) - Toronto (Canadá),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Toronto (Canadá),Toronto,Canadá,,América del Norte,43.6534817,-79.3839347
El Palomar (Argentina) - Posadas (Argentina),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Posadas (Argentina),Posadas,Argentina,Misiones,América del Sur,-27.3664824,-55.894295
Bahía Blanca (Argentina) - El Calafate (Argentina),Bahía Blanca (Argentina),Bahía Blanca,Argentina,Buenos Aires,América del Sur,-38.7176522,-62.2654871,El Calafate (Argentina),El Calafate,Argentina,Santa Cruz,América del Sur,-50.3387375,-72.2737216
Salta (Argentina) - Santiago (Chile),Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964,Santiago (Chile),Santiago,Chile,,América del Sur,-33.4377756,-70.6504502
Bahía Blanca (Argentina) - El Palomar (Argentina),Bahía Blanca (Argentina),Bahía Blanca,Argentina,Buenos Aires,América del Sur,-38.7176522,-62.2654871,El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568
San Juan (Argentina) - Santa Fe (Argentina),San Juan (Argentina),San Juan,Argentina,San Juan,América del Sur,-30.7054363,-69.1988222,Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076
Puerto Iguazú (Argentina) - San Salvador de Jujuy (Argentina),Puerto Iguazú (Argentina),Puerto Iguazú,Argentina,Misiones,América del Sur,-25.6107508,-54.5764199,San Salvador de Jujuy (Argentina),San Salvador de Jujuy,Argentina,Jujuy,América del Sur,-24.1852569,-65.2994789
El Palomar (Argentina) - Salta (Argentina),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964
Ezeiza (Argentina) - Cartagena (Colombia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Cartagena (Colombia),Cartagena,Colombia,,América del Sur,10.4265566,-75.5441671
Ezeiza (Argentina) - Antofagasta (Chile),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Antofagasta (Chile),Antofagasta,Chile,,América del Sur,-23.6463741,-70.3980033
Rosario (Argentina) - Santiago del Estero (Argentina),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542
El Palomar (Argentina) - Puerto Iguazú (Argentina),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Puerto Iguazú (Argentina),Puerto Iguazú,Argentina,Misiones,América del Sur,-25.6107508,-54.5764199
El Palomar (Argentina) - Santiago del Estero (Argentina),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542
Córdoba (Argentina) - San Martín de los Andes (Argentina),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,San Martín de los Andes (Argentina),San Martín de los Andes,Argentina,Neuquén,América del Sur,-40.1568791,-71.3525588
La Rioja (Argentina) - San Miguel de Tucumán (Argentina),La Rioja (Argentina),La Rioja,Argentina,La Rioja,América del Sur,-29.9729781,-67.0487944,San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133
Santa Fe (Argentina) - Santa Rosa (Argentina),Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076,Santa Rosa (Argentina),Santa Rosa,Argentina,La Pampa,América del Sur,-36.6203503,-64.2905765
Rosario (Argentina) - Montevideo (Uruguay),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Montevideo (Uruguay),Montevideo,Uruguay,,América del Sur,-34.9058916,-56.1913095
Córdoba (Argentina) - Fortaleza (Brasil),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Fortaleza (Brasil),Fortaleza,Brasil,,América del Sur,-3.7304512,-38.5217989
Ciudad de Buenos Aires (Argentina) - Belo Horizonte (Brasil),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Belo Horizonte (Brasil),Belo Horizonte,Brasil,,América del Sur,-19.9227318,-43.9450948
Río Cuarto (Argentina) - Santa Fe (Argentina),Río Cuarto (Argentina),Río Cuarto,Argentina,Córdoba,América del Sur,-33.1237585,-64.3489782,Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076
Reconquista (Argentina) - Rosario (Argentina),Reconquista (Argentina),Reconquista,Argentina,Santa Fe,América del Sur,-29.1443478,-59.6437728,Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024
Córdoba (Argentina) - Santa Fe (Argentina),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076
Ciudad de Buenos Aires (Argentina) - Vitória (Brasil),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Vitória (Brasil),Vitória,Brasil,,América del Sur,-20.3200917,-40.3376682
Resistencia (Argentina) - Santiago del Estero (Argentina),Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003,Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542
Comodoro Rivadavia (Argentina) - Santiago (Chile),Comodoro Rivadavia (Argentina),Comodoro Rivadavia,Argentina,Chubut,América del Sur,-45.8632024,-67.4752615,Santiago (Chile),Santiago,Chile,,América del Sur,-33.4377756,-70.6504502
Comodoro Rivadavia (Argentina) - Punta Arenas (Chile),Comodoro Rivadavia (Argentina),Comodoro Rivadavia,Argentina,Chubut,América del Sur,-45.8632024,-67.4752615,Punta Arenas (Chile),Punta Arenas,Chile,,América del Sur,-53.1625688,-70.907822
Ezeiza (Argentina) - Ballivian (Bolivia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Ballivian (Bolivia),Ballivian,Bolivia,,América del Sur,-16.489257,-68.1821993
Resistencia (Argentina) - Santa Fe (Argentina),Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003,Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076
Córdoba (Argentina) - Punta Cana (República Dominicana),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Punta Cana (República Dominicana),Punta Cana,República Dominicana,,América Central y Caribe,18.556551,-68.3691611
Mar del Plata (Argentina) - Santa Rosa (Argentina),Mar del Plata (Argentina),Mar del Plata,Argentina,Buenos Aires,América del Sur,-37.9976168,-57.5482079,Santa Rosa (Argentina),Santa Rosa,Argentina,La Pampa,América del Sur,-36.6203503,-64.2905765
Neuquén (Argentina) - Santa Rosa (Argentina),Neuquén (Argentina),Neuquén,Argentina,Neuquén,América del Sur,-38.3695057,-69.832275,Santa Rosa (Argentina),Santa Rosa,Argentina,La Pampa,América del Sur,-36.6203503,-64.2905765
Ezeiza (Argentina) - Mérida (México),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Mérida (México),Mérida,México,,América del Norte,20.9670759,-89.6237402
Ezeiza (Argentina) - Gavião Peixoto (Brasil),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Gavião Peixoto (Brasil),Gavião Peixoto,Brasil,,América del Sur,-21.8377536,-48.492853
Río Cuarto (Argentina) - Santa Rosa (Argentina),Río Cuarto (Argentina),Río Cuarto,Argentina,Córdoba,América del Sur,-33.1237585,-64.3489782,Santa Rosa (Argentina),Santa Rosa,Argentina,La Pampa,América del Sur,-36.6203503,-64.2905765
Salta (Argentina) - San Fernando del Valle de Catamarca (Argentina),Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964,San Fernando del Valle de Catamarca (Argentina),San Fernando del Valle de Catamarca,Argentina,Catamarca,América del Sur,-28.4688806,-65.7790642
San Juan (Argentina) - Santa Rosa (Argentina),San Juan (Argentina),San Juan,Argentina,San Juan,América del Sur,-30.7054363,-69.1988222,Santa Rosa (Argentina),Santa Rosa,Argentina,La Pampa,América del Sur,-36.6203503,-64.2905765
San Juan (Argentina) - San Luis (Argentina),San Juan (Argentina),San Juan,Argentina,San Juan,América del Sur,-30.7054363,-69.1988222,San Luis (Argentina),San Luis,Argentina,San Luis,América del Sur,-33.2762202,-65.9515546
Resistencia (Argentina) - São Paulo (Brasil),Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003,São Paulo (Brasil),São Paulo,Brasil,,América del Sur,-23.5506507,-46.6333824
San Miguel de Tucumán (Argentina) - Porto Alegre (Brasil),San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133,Porto Alegre (Brasil),Porto Alegre,Brasil,,América del Sur,-30.0324999,-51.2303767
Ezeiza (Argentina) - Oranjestad (Aruba),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Oranjestad (Aruba),Oranjestad,Aruba,,América Central y Caribe,12.5201024,-70.0371329
La Rioja (Argentina) - Santiago del Estero (Argentina),La Rioja (Argentina),La Rioja,Argentina,La Rioja,América del Sur,-29.9729781,-67.0487944,Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542
Río Grande (Argentina) - Trelew (Argentina),Río Grande (Argentina),Río Grande,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-53.7858275,-67.7018562,Trelew (Argentina),Trelew,Argentina,Chubut,América del Sur,-43.2531242,-65.3094407
San Miguel de Tucumán (Argentina) - Chepica (Chile),San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133,Chepica (Chile),Chepica,Chile,,América del Sur,-34.7285856,-71.2738582
El Palomar (Argentina) - Santa Fe (Argentina),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076
San Miguel de Tucumán (Argentina) - Manaus (Brasil),San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133,Manaus (Brasil),Manaus,Brasil,,América del Sur,-3.1316333,-59.9825041
Ezeiza (Argentina) - Campos Dos Goytacazes (Brasil),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Campos Dos Goytacazes (Brasil),Campos Dos Goytacazes,Brasil,,América del Sur,-21.7546,-41.3242
Bahía Blanca (Argentina) - Santa Rosa (Argentina),Bahía Blanca (Argentina),Bahía Blanca,Argentina,Buenos Aires,América del Sur,-38.7176522,-62.2654871,Santa Rosa (Argentina),Santa Rosa,Argentina,La Pampa,América del Sur,-36.6203503,-64.2905765
Ezeiza (Argentina) - Zurich (Suiza),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Zurich (Suiza),Zurich,Suiza,,Europa,47.3744489,8.5410422
Rosario (Argentina) - Río Gallegos (Argentina),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Río Gallegos (Argentina),Río Gallegos,Argentina,Santa Cruz,América del Sur,-51.6268852,-69.105804
Neuquén (Argentina) - Salta (Argentina),Neuquén (Argentina),Neuquén,Argentina,Neuquén,América del Sur,-38.3695057,-69.832275,Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964
Resistencia (Argentina) - Punta Cana (República Dominicana),Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003,Punta Cana (República Dominicana),Punta Cana,República Dominicana,,América Central y Caribe,18.556551,-68.3691611
Mar del Plata (Argentina) - Trelew (Argentina),Mar del Plata (Argentina),Mar del Plata,Argentina,Buenos Aires,América del Sur,-37.9976168,-57.5482079,Trelew (Argentina),Trelew,Argentina,Chubut,América del Sur,-43.2531242,-65.3094407
Mendoza (Argentina) - San Miguel de Tucumán (Argentina),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133
Mendoza (Argentina) - Iquique (Chile),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Iquique (Chile),Iquique,Chile,,América del Sur,-20.2140657,-70.1524646
El Calafate (Argentina) - Puerto Iguazú (Argentina),El Calafate (Argentina),El Calafate,Argentina,Santa Cruz,América del Sur,-50.3387375,-72.2737216,Puerto Iguazú (Argentina),Puerto Iguazú,Argentina,Misiones,América del Sur,-25.6107508,-54.5764199
La Rioja (Argentina) - Montevideo (Uruguay),La Rioja (Argentina),La Rioja,Argentina,La Rioja,América del Sur,-29.9729781,-67.0487944,Montevideo (Uruguay),Montevideo,Uruguay,,América del Sur,-34.9058916,-56.1913095
Rosario (Argentina) - Salvador (Brasil),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Salvador (Brasil),Salvador,Brasil,,América del Sur,-12.9822499,-38.4812772
Ezeiza (Argentina) - Rotterdam (Países Bajos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Rotterdam (Países Bajos),Rotterdam,Países Bajos,,Europa,51.9244424,4.47775
Ezeiza (Argentina) - São Luís (Brasil),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,São Luís (Brasil),São Luís,Brasil,,América del Sur,-2.5295265,-44.2963942
Salta (Argentina) - Panamá (Panamá),Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964,Panamá (Panamá),Panamá,Panamá,,América Central y Caribe,8.559559,-81.1308434
Mendoza (Argentina) - Ushuaia (Argentina),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Ushuaia (Argentina),Ushuaia,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-54.807306,-68.3084133
La Rioja (Argentina) - Mendoza (Argentina),La Rioja (Argentina),La Rioja,Argentina,La Rioja,América del Sur,-29.9729781,-67.0487944,Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868
San Miguel de Tucumán (Argentina) - Punta Cana (República Dominicana),San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133,Punta Cana (República Dominicana),Punta Cana,República Dominicana,,América Central y Caribe,18.556551,-68.3691611
El Palomar (Argentina) - Asunción (Paraguay),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Asunción (Paraguay),Asunción,Paraguay,,América del Sur,-25.2800459,-57.6343814
Ezeiza (Argentina) - Los Angeles (Estados Unidos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Los Angeles (Estados Unidos),Los Angeles,Estados Unidos,,América del Norte,34.0536909,-118.242766
